type   n   time 
dotproduct_o2         88804  1.957900000000000E-002
cached_o2         88804  1.646300000000000E-002
both_o2         88804  1.756900000000000E-002
builtin_o2         88804  1.070200000000000E-002
basic         89401  0.258752000000000     
dotproduct         89401  0.109887000000000     
cached         89401  0.251896000000000     
both         89401  0.175999000000000     
builtin         89401  0.255583000000000     
basic_o2         89401  1.002800000000000E-002
dotproduct_o2         89401  1.941700000000000E-002
cached_o2         89401  1.616100000000000E-002
both_o2         89401  1.747400000000000E-002
builtin_o2         89401  1.048500000000000E-002
basic         90000  0.263771000000000     
dotproduct         90000  0.111172000000000     
cached         90000  0.274836000000000     
both         90000  0.185667000000000     
builtin         90000  0.258900000000000     
basic_o2         90000  1.065900000000000E-002
dotproduct_o2         90000  2.062000000000000E-002
cached_o2         90000  1.698400000000000E-002
both_o2         90000  1.826600000000000E-002
builtin_o2         90000  1.098700000000000E-002
basic         90601  0.282989000000000     
dotproduct         90601  0.119259000000000     
cached         90601  0.255050000000000     
both         90601  0.197332000000000     
builtin         90601  0.273469000000000     
basic_o2         90601  1.129800000000000E-002
dotproduct_o2         90601  1.997500000000000E-002
cached_o2         90601  1.680900000000000E-002
both_o2         90601  1.834500000000000E-002
builtin_o2         90601  1.153300000000000E-002
basic         91204  0.276230000000000     
dotproduct         91204  0.113898000000000     
cached         91204  0.260453000000000     
both         91204  0.183424000000000     
builtin         91204  0.308220000000000     
basic_o2         91204  1.138400000000000E-002
dotproduct_o2         91204  2.013200000000000E-002
cached_o2         91204  1.780300000000000E-002
both_o2         91204  1.934400000000000E-002
builtin_o2         91204  1.163200000000000E-002
basic         91809  0.281399000000000     
dotproduct         91809  0.119362000000000     
cached         91809  0.273263000000000     
both         91809  0.243221000000000     
builtin         91809  0.294817000000000     
basic_o2         91809  1.192400000000000E-002
dotproduct_o2         91809  2.101700000000000E-002
cached_o2         91809  1.777800000000000E-002
both_o2         91809  1.832300000000000E-002
builtin_o2         91809  1.181400000000000E-002
basic         92416  0.341786000000000     
dotproduct         92416  0.138936000000000     
cached         92416  0.283875000000000     
both         92416  0.251553000000000     
builtin         92416  0.302195000000000     
basic_o2         92416  1.040800000000000E-002
dotproduct_o2         92416  2.687100000000000E-002
cached_o2         92416  1.761100000000000E-002
both_o2         92416  2.275300000000000E-002
builtin_o2         92416  1.069900000000000E-002
basic         93025  0.280912000000000     
dotproduct         93025  0.145412000000000     
cached         93025  0.318835000000000     
both         93025  0.215962000000000     
builtin         93025  0.299118000000000     
basic_o2         93025  1.134100000000000E-002
dotproduct_o2         93025  2.184200000000000E-002
cached_o2         93025  2.007700000000000E-002
both_o2         93025  2.061300000000000E-002
builtin_o2         93025  1.155600000000000E-002
basic         93636  0.371258000000000     
dotproduct         93636  0.133080000000000     
cached         93636  0.295228000000000     
both         93636  0.208194000000000     
builtin         93636  0.275655000000000     
basic_o2         93636  1.117100000000000E-002
dotproduct_o2         93636  2.154000000000000E-002
cached_o2         93636  1.754900000000000E-002
both_o2         93636  1.906700000000000E-002
builtin_o2         93636  1.109800000000000E-002
basic         94249  0.295502000000000     
dotproduct         94249  0.126911000000000     
cached         94249  0.297669000000000     
both         94249  0.210723000000000     
builtin         94249  0.294594000000000     
basic_o2         94249  1.157100000000000E-002
dotproduct_o2         94249  2.271400000000000E-002
cached_o2         94249  1.803900000000000E-002
both_o2         94249  2.034400000000000E-002
builtin_o2         94249  1.156600000000000E-002
basic         94864  0.303567000000000     
dotproduct         94864  0.119398000000000     
cached         94864  0.286859000000000     
both         94864  0.247112000000000     
builtin         94864  0.287396000000000     
basic_o2         94864  1.123800000000000E-002
dotproduct_o2         94864  2.152300000000000E-002
cached_o2         94864  1.882200000000000E-002
both_o2         94864  1.992400000000000E-002
builtin_o2         94864  1.226000000000000E-002
basic         95481  0.320490000000000     
dotproduct         95481  0.137768000000000     
cached         95481  0.315126000000000     
both         95481  0.217637000000000     
builtin         95481  0.298376000000000     
basic_o2         95481  1.216000000000000E-002
dotproduct_o2         95481  2.213100000000000E-002
cached_o2         95481  1.853300000000000E-002
both_o2         95481  2.033200000000000E-002
builtin_o2         95481  1.223200000000000E-002
basic         96100  0.294297000000000     
dotproduct         96100  0.131793000000000     
cached         96100  0.316144000000000     
both         96100  0.238028000000000     
builtin         96100  0.323279000000000     
basic_o2         96100  1.276000000000000E-002
dotproduct_o2         96100  2.340000000000000E-002
cached_o2         96100  1.927500000000000E-002
both_o2         96100  2.062800000000000E-002
builtin_o2         96100  1.257800000000000E-002
basic         96721  0.297455000000000     
dotproduct         96721  0.122119000000000     
cached         96721  0.279532000000000     
both         96721  0.200778000000000     
builtin         96721  0.291795000000000     
basic_o2         96721  1.333100000000000E-002
dotproduct_o2         96721  2.474900000000000E-002
cached_o2         96721  2.049500000000000E-002
both_o2         96721  2.115000000000000E-002
builtin_o2         96721  1.297700000000000E-002
basic         97344  0.326805000000000     
dotproduct         97344  0.127236000000000     
cached         97344  0.283024000000000     
both         97344  0.201650000000000     
builtin         97344  0.305593000000000     
basic_o2         97344  1.216500000000000E-002
dotproduct_o2         97344  2.328000000000000E-002
cached_o2         97344  1.907900000000000E-002
both_o2         97344  2.318800000000000E-002
builtin_o2         97344  1.297800000000000E-002
basic         97969  0.350266000000000     
dotproduct         97969  0.135424000000000     
cached         97969  0.296279000000000     
both         97969  0.207537000000000     
builtin         97969  0.296100000000000     
basic_o2         97969  1.206600000000000E-002
dotproduct_o2         97969  2.298700000000000E-002
cached_o2         97969  1.824100000000000E-002
both_o2         97969  2.066900000000000E-002
builtin_o2         97969  1.196300000000000E-002
basic         98596  0.298488000000000     
dotproduct         98596  0.126416000000000     
cached         98596  0.286517000000000     
both         98596  0.207016000000000     
builtin         98596  0.294984000000000     
basic_o2         98596  1.208000000000000E-002
dotproduct_o2         98596  2.224900000000000E-002
cached_o2         98596  1.833300000000000E-002
both_o2         98596  2.075500000000000E-002
builtin_o2         98596  1.209500000000000E-002
basic         99225  0.314962000000000     
dotproduct         99225  0.149313000000000     
cached         99225  0.339321000000000     
both         99225  0.226122000000000     
builtin         99225  0.297187000000000     
basic_o2         99225  1.180900000000000E-002
dotproduct_o2         99225  2.602800000000000E-002
cached_o2         99225  1.887600000000000E-002
both_o2         99225  2.148500000000000E-002
builtin_o2         99225  1.206500000000000E-002
basic         99856  0.315454000000000     
dotproduct         99856  0.128810000000000     
cached         99856  0.297954000000000     
both         99856  0.210715000000000     
builtin         99856  0.297622000000000     
basic_o2         99856  1.253100000000000E-002
dotproduct_o2         99856  2.384200000000000E-002
cached_o2         99856  1.986200000000000E-002
both_o2         99856  2.129300000000000E-002
builtin_o2         99856  1.162900000000000E-002
basic        100489  0.316650000000000     
dotproduct        100489  0.135141000000000     
cached        100489  0.296150000000000     
both        100489  0.217780000000000     
builtin        100489  0.305178000000000     
basic_o2        100489  1.300000000000000E-002
dotproduct_o2        100489  2.512400000000000E-002
cached_o2        100489  1.858500000000000E-002
both_o2        100489  2.349400000000000E-002
builtin_o2        100489  1.233000000000000E-002
basic        101124  0.313215000000000     
dotproduct        101124  0.134851000000000     
